Coding System,Codes,구분,병명,고려사항 구분,응급등급,고려사항 상세,비고
NACRS,712,피부,"혹, 돌기, 굳은 살",활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,712,피부,"혹, 돌기, 굳은 살",활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,712,피부,"혹, 돌기, 굳은 살",활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,712,피부,"혹, 돌기, 굳은 살",활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,712,피부,"혹, 돌기, 굳은 살",활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,712,피부,"혹, 돌기, 굳은 살",활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,712,피부,"혹, 돌기, 굳은 살",활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,712,피부,"혹, 돌기, 굳은 살",활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,712,피부,"혹, 돌기, 굳은 살",활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,712,피부,"혹, 돌기, 굳은 살",활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,712,피부,"혹, 돌기, 굳은 살",그 밖의 1차 고려사항,3,급성 말초성 중증 통증 (8-10),
NACRS,712,피부,"혹, 돌기, 굳은 살",그 밖의 1차 고려사항,4,급성 말초성 중등도 통증 (4-7),
NACRS,712,피부,"혹, 돌기, 굳은 살",그 밖의 1차 고려사항,5,급성 말초성 경증 통증 (<4),
NACRS,712,피부,"혹, 돌기, 굳은 살",증상별 2차 고려사항,2,활력징후,
NACRS,712,피부,"혹, 돌기, 굳은 살",증상별 2차 고려사항,3,"활력징후, 말초성 통증",
NACRS,712,피부,"혹, 돌기, 굳은 살",증상별 2차 고려사항,4,"활력징후, 말초성 통증",
NACRS,712,피부,"혹, 돌기, 굳은 살",증상별 2차 고려사항,5,"혹, 돌기, 굳은 살",
NACRS,713,피부,유방의 발적 / 압통,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,713,피부,유방의 발적 / 압통,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,713,피부,유방의 발적 / 압통,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,713,피부,유방의 발적 / 압통,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,713,피부,유방의 발적 / 압통,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,713,피부,유방의 발적 / 압통,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,713,피부,유방의 발적 / 압통,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,713,피부,유방의 발적 / 압통,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,713,피부,유방의 발적 / 압통,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,713,피부,유방의 발적 / 압통,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,713,피부,유방의 발적 / 압통,그 밖의 1차 고려사항,3,급성 말초성 중증 통증 (8-10),
NACRS,713,피부,유방의 발적 / 압통,그 밖의 1차 고려사항,4,급성 말초성 중등도 통증 (4-7),
NACRS,713,피부,유방의 발적 / 압통,그 밖의 1차 고려사항,5,급성 말초성 경증 통증 (<4),
NACRS,713,피부,유방의 발적 / 압통,증상별 2차 고려사항,2,활력징후,
NACRS,713,피부,유방의 발적 / 압통,증상별 2차 고려사항,3,"활력징후, 말초성 통증",
NACRS,713,피부,유방의 발적 / 압통,증상별 2차 고려사항,4,"활력징후, 말초성 통증",
NACRS,714,피부,감염 가능성 확인,그 밖의 1차 고려사항,3,급성 말초성 중증 통증 (8-10),
NACRS,714,피부,감염 가능성 확인,그 밖의 1차 고려사항,4,급성 말초성 중등도 통증 (4-7),
NACRS,714,피부,감염 가능성 확인,그 밖의 1차 고려사항,5,급성 말초성 경증 통증 (<4),
NACRS,714,피부,감염 가능성 확인,증상별 2차 고려사항,3,말초성 통증,
NACRS,714,피부,감염 가능성 확인,증상별 2차 고려사항,4,말초성 통증,
NACRS,714,피부,감염 가능성 확인,증상별 2차 고려사항,5,감염 가능성 확인,
NACRS,715,피부,청색증,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,715,피부,청색증,활력징후 1차 고려사항,1,쇼크,
NACRS,715,피부,청색증,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,715,피부,청색증,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,715,피부,청색증,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,715,피부,청색증,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,715,피부,청색증,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,715,피부,청색증,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,715,피부,청색증,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,715,피부,청색증,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,715,피부,청색증,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,715,피부,청색증,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,715,피부,청색증,증상별 2차 고려사항,1,활력징후,
NACRS,715,피부,청색증,증상별 2차 고려사항,2,활력징후,
NACRS,715,피부,청색증,증상별 2차 고려사항,3,청색증,
NACRS,716,피부,외상없이 저절로 멍듦,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,716,피부,외상없이 저절로 멍듦,활력징후 1차 고려사항,1,쇼크,
NACRS,716,피부,외상없이 저절로 멍듦,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,716,피부,외상없이 저절로 멍듦,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,716,피부,외상없이 저절로 멍듦,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,716,피부,외상없이 저절로 멍듦,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,716,피부,외상없이 저절로 멍듦,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,716,피부,외상없이 저절로 멍듦,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,716,피부,외상없이 저절로 멍듦,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,716,피부,외상없이 저절로 멍듦,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,716,피부,외상없이 저절로 멍듦,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,716,피부,외상없이 저절로 멍듦,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,716,피부,외상없이 저절로 멍듦,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,716,피부,외상없이 저절로 멍듦,그 밖의 1차 고려사항,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈),
NACRS,716,피부,외상없이 저절로 멍듦,그 밖의 1차 고려사항,3,출혈성 질환 (중등도나 경도의 출혈),
NACRS,716,피부,외상없이 저절로 멍듦,증상별 2차 고려사항,1,활력징후,
NACRS,716,피부,외상없이 저절로 멍듦,증상별 2차 고려사항,2,"활력징후, 출혈성 질환",
NACRS,716,피부,외상없이 저절로 멍듦,증상별 2차 고려사항,3,외상없이 저절로 멍듦,
NACRS,717,피부,피부의 이물질,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,717,피부,피부의 이물질,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,717,피부,피부의 이물질,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,717,피부,피부의 이물질,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,717,피부,피부의 이물질,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,717,피부,피부의 이물질,그 밖의 1차 고려사항,3,급성 말초성 중증 통증 (8-10),
NACRS,717,피부,피부의 이물질,그 밖의 1차 고려사항,4,급성 말초성 중등도 통증 (4-7),
NACRS,717,피부,피부의 이물질,그 밖의 1차 고려사항,5,급성 말초성 경증 통증 (<4),
NACRS,717,피부,피부의 이물질,증상별 2차 고려사항,3,"활력징후, 말초성 통증",
NACRS,717,피부,피부의 이물질,증상별 2차 고려사항,4,"활력징후, 말초성 통증",
NACRS,717,피부,피부의 이물질,증상별 2차 고려사항,5,피부의 이물질,
NACRS,751,물질오용,물질 오용 / 중독,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,751,물질오용,물질 오용 / 중독,활력징후 1차 고려사항,1,쇼크,
NACRS,751,물질오용,물질 오용 / 중독,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,751,물질오용,물질 오용 / 중독,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,751,물질오용,물질 오용 / 중독,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,751,물질오용,물질 오용 / 중독,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,751,물질오용,물질 오용 / 중독,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,751,물질오용,물질 오용 / 중독,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,751,물질오용,물질 오용 / 중독,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,751,물질오용,물질 오용 / 중독,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,751,물질오용,물질 오용 / 중독,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,751,물질오용,물질 오용 / 중독,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,751,물질오용,물질 오용 / 중독,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,751,물질오용,물질 오용 / 중독,증상별 2차 고려사항,1,활력징후,
NACRS,751,물질오용,물질 오용 / 중독,증상별 2차 고려사항,2,활력징후,
NACRS,751,물질오용,물질 오용 / 중독,증상별 2차 고려사항,2,고위험 물질 / 알 수 없는 물질,
NACRS,751,물질오용,물질 오용 / 중독,증상별 2차 고려사항,2,도주의 가능성이나 안전에 대한 위험,
NACRS,751,물질오용,물질 오용 / 중독,증상별 2차 고려사항,3,활력징후,
NACRS,751,물질오용,물질 오용 / 중독,증상별 2차 고려사항,4,알려진 저독성 물질,
NACRS,752,물질오용,과다 복용,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,752,물질오용,과다 복용,활력징후 1차 고려사항,1,쇼크,
NACRS,752,물질오용,과다 복용,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,752,물질오용,과다 복용,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,752,물질오용,과다 복용,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,752,물질오용,과다 복용,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,752,물질오용,과다 복용,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,752,물질오용,과다 복용,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,752,물질오용,과다 복용,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,752,물질오용,과다 복용,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,752,물질오용,과다 복용,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,752,물질오용,과다 복용,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,752,물질오용,과다 복용,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,752,물질오용,과다 복용,증상별 2차 고려사항,1,활력징후,
NACRS,752,물질오용,과다 복용,증상별 2차 고려사항,2,활력징후,
NACRS,752,물질오용,과다 복용,증상별 2차 고려사항,2,고위험 물질 / 알 수 없는 물질,
NACRS,752,물질오용,과다 복용,증상별 2차 고려사항,2,도주의 가능성이나 안전에 대한 위험,
NACRS,752,물질오용,과다 복용,증상별 2차 고려사항,2,계획적인 자살시도,
NACRS,752,물질오용,과다 복용,증상별 2차 고려사항,3,활력징후,
NACRS,752,물질오용,과다 복용,증상별 2차 고려사항,3,구체적인 계획이 없는 자살관념,
NACRS,752,물질오용,과다 복용,증상별 2차 고려사항,4,과다 복용,
NACRS,753,물질오용,물질 금단,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,753,물질오용,물질 금단,활력징후 1차 고려사항,1,쇼크,
NACRS,753,물질오용,물질 금단,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,753,물질오용,물질 금단,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,753,물질오용,물질 금단,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,753,물질오용,물질 금단,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,753,물질오용,물질 금단,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,753,물질오용,물질 금단,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,753,물질오용,물질 금단,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,753,물질오용,물질 금단,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,753,물질오용,물질 금단,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,753,물질오용,물질 금단,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,753,물질오용,물질 금단,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,753,물질오용,물질 금단,증상별 2차 고려사항,1,활력징후,
NACRS,753,물질오용,물질 금단,증상별 2차 고려사항,1,경련중,
NACRS,753,물질오용,물질 금단,증상별 2차 고려사항,2,활력징후,
NACRS,753,물질오용,물질 금단,증상별 2차 고려사항,2,"최근 발작, 발작 후 상태, 초조",
NACRS,753,물질오용,물질 금단,증상별 2차 고려사항,2,도주의 가능성이나 안전에 대한 위험,
NACRS,753,물질오용,물질 금단,증상별 2차 고려사항,2,중증 불안 / 초조,
NACRS,753,물질오용,물질 금단,증상별 2차 고려사항,3,활력징후,
NACRS,753,물질오용,물질 금단,증상별 2차 고려사항,3,중등도 불안 / 초조,
NACRS,753,물질오용,물질 금단,증상별 2차 고려사항,4,경증 불안 / 초조,
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,활력징후 1차 고려사항,1,쇼크,
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,그 밖의 1차 고려사항,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈),
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,그 밖의 1차 고려사항,2,고위험성 사고기전,
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,그 밖의 1차 고려사항,3,출혈성 질환 (중등도나 경도의 출혈),
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,증상별 2차 고려사항,1,"활력징후, 신경학적 손상과 동반된 척추 골절, 두부의 관통상",
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,증상별 2차 고려사항,2,"활력징후, 중심성 통증, 출혈성 질환, 사고기전",
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,증상별 2차 고려사항,2,사지의 신경혈관 장애,
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,증상별 2차 고려사항,2,"머리, 가슴, 복부의 관통상",
NACRS,801,몸통외상,몸통을 포함한 다발성 외상 - 관통상,증상별 2차 고려사항,3,몸통을 포함한 다발성 외상 - 관통상,
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,활력징후 1차 고려사항,1,쇼크,
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,그 밖의 1차 고려사항,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈),
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,그 밖의 1차 고려사항,2,고위험성 사고기전,
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,그 밖의 1차 고려사항,3,출혈성 질환 (중등도나 경도의 출혈),
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,증상별 2차 고려사항,1,"활력징후, 신경학적 손상과 동반된 척추 골절",
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,증상별 2차 고려사항,2,"활력징후, 중심성 통증, 출혈성 질환, 사고기전",
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,증상별 2차 고려사항,2,사지의 신경혈관 장애 ,
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,증상별 2차 고려사항,3,장기간의 척추고정,
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,증상별 2차 고려사항,3,"활력징후, 중심성 통증, 출혈성 질환",
NACRS,802,몸통외상,몸통을 포함한 다발성 외상 - 둔상,증상별 2차 고려사항,4,몸통을 포함한 다발성 외상 - 둔상,
NACRS,803,몸통외상,단독 흉부 외상 - 관통상,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,803,몸통외상,단독 흉부 외상 - 관통상,활력징후 1차 고려사항,1,쇼크,
NACRS,803,몸통외상,단독 흉부 외상 - 관통상,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,803,몸통외상,단독 흉부 외상 - 관통상,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,803,몸통외상,단독 흉부 외상 - 관통상,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,803,몸통외상,단독 흉부 외상 - 관통상,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,803,몸통외상,단독 흉부 외상 - 관통상,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,803,몸통외상,단독 흉부 외상 - 관통상,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,803,몸통외상,단독 흉부 외상 - 관통상,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,803,몸통외상,단독 흉부 외상 - 관통상,그 밖의 1차 고려사항,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈),
NACRS,803,몸통외상,단독 흉부 외상 - 관통상,증상별 2차 고려사항,1,활력징후,
NACRS,803,몸통외상,단독 흉부 외상 - 관통상,증상별 2차 고려사항,2,"활력징후, 출혈성 질환",
NACRS,803,몸통외상,단독 흉부 외상 - 관통상,증상별 2차 고려사항,2,단독 흉부 외상 - 관통상,
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,활력징후 1차 고려사항,1,쇼크,
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,그 밖의 1차 고려사항,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈),
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,그 밖의 1차 고려사항,2,고위험성 사고기전,
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,그 밖의 1차 고려사항,3,급성 말초성 중증 통증 (8-10),
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,그 밖의 1차 고려사항,3,출혈성 질환 (중등도나 경도의 출혈),
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,그 밖의 1차 고려사항,4,급성 말초성 중등도 통증 (4-7),
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,그 밖의 1차 고려사항,5,급성 말초성 경증 통증 (<4),
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,증상별 2차 고려사항,1,활력징후,
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,증상별 2차 고려사항,2,"활력징후, 중심성 통증, 출혈성 질환, 사고기전",
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,증상별 2차 고려사항,3,"활력징후, 중심성 통증, 흉벽 통증에 기인한 말초성 통증, 출혈성 질환",
NACRS,804,몸통외상,단독 흉부 외상 - 둔상,증상별 2차 고려사항,4,단독 흉부 외상 - 둔상 (건강해 보임),
NACRS,805,몸통외상,단독 복부 외상 - 관통상,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,805,몸통외상,단독 복부 외상 - 관통상,활력징후 1차 고려사항,1,쇼크,
NACRS,805,몸통외상,단독 복부 외상 - 관통상,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,805,몸통외상,단독 복부 외상 - 관통상,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,805,몸통외상,단독 복부 외상 - 관통상,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,805,몸통외상,단독 복부 외상 - 관통상,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,805,몸통외상,단독 복부 외상 - 관통상,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,805,몸통외상,단독 복부 외상 - 관통상,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,805,몸통외상,단독 복부 외상 - 관통상,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,805,몸통외상,단독 복부 외상 - 관통상,그 밖의 1차 고려사항,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈),
NACRS,805,몸통외상,단독 복부 외상 - 관통상,그 밖의 1차 고려사항,2,고위험성 사고기전,
NACRS,805,몸통외상,단독 복부 외상 - 관통상,증상별 2차 고려사항,1,활력징후,
NACRS,805,몸통외상,단독 복부 외상 - 관통상,증상별 2차 고려사항,2,단독 복부 외상 - 관통상,
NACRS,806,몸통외상,단독 복부 외상 - 둔상,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,806,몸통외상,단독 복부 외상 - 둔상,활력징후 1차 고려사항,1,쇼크,
